Title,Date
"The Vampire Diaries: Season 4: My Brother's Keeper","9/10/20"
"Teen Wolf: Season 1: Wolf Moon","9/10/20"
"The Vampire Diaries: Season 4: We All Go a Little Mad Sometimes","9/9/20"
"The Vampire Diaries: Season 4: The Killer","9/9/20"
"The Emoji Movie","9/9/20"
"Grey's Anatomy: Season 14: Hold Back the River","9/9/20"
"The Vampire Diaries: Season 4: The Five","9/9/20"
"The Vampire Diaries: Season 4: The Rager","9/9/20"
"The Vampire Diaries: Season 4: Memorial","9/9/20"
"The Vampire Diaries: Season 4: Growing Pains","9/8/20"
"Away: Home","9/8/20"
"Away: Spektr","9/8/20"
"Away: Vital Signs","9/8/20"
"Away: Goodnight Mars","9/8/20"
"Away: A Little Faith","9/8/20"
"Away: Space Dogs","9/8/20"
"Away: Excellent Chariots","9/8/20"
"Away: Half the Sky","9/8/20"
"The Vampire Diaries: Season 3: The Departed","9/8/20"
"The Vampire Diaries: Season 3: Before Sunset","9/8/20"
"The Society: How it Happens","9/8/20"
"The Society: Poison","9/8/20"
"The Society: Allie's Rules","9/8/20"
"The Society: Like a F-ing God or Something","9/8/20"
"The Society: Putting on the Clothes","9/8/20"
"The Society: Drop by Drop","9/7/20"
"The Society: Childhood's End","9/7/20"
"The Society: Our Town","9/7/20"
"Away: Negative Return","9/7/20"
"Away: Go","9/7/20"
"The Vampire Diaries: Season 3: Do Not Go Gentle","9/6/20"
"The Vampire Diaries: Season 3: Heart of Darkness","9/6/20"
"The Vampire Diaries: Season 3: The Murder of One","9/6/20"
"The Vampire Diaries: Season 3: Break On Through","9/6/20"
"The Vampire Diaries: Season 3: Our Town","9/6/20"
"The Vampire Diaries: Season 3: 1912","9/6/20"
"The Vampire Diaries: Season 3: All My Children","9/6/20"
"The Vampire Diaries: Season 3: Dangerous Liaisons","9/6/20"
"The Vampire Diaries: Season 3: Bringing Out the Dead","9/6/20"
"The Vampire Diaries: Season 3: The Ties That Bind","9/6/20"
"The Vampire Diaries: Season 3: The New Deal","9/5/20"
"The Vampire Diaries: Season 3: Homecoming","9/5/20"
"The Vampire Diaries: Season 3: Ordinary People","9/5/20"
"The Vampire Diaries: Season 3: Ghost World","9/5/20"
"The Vampire Diaries: Season 3: Smells Like Teen Spirit","9/5/20"
"The Vampire Diaries: Season 3: The Reckoning","9/4/20"
"The Vampire Diaries: Season 3: Disturbing Behavior","9/4/20"
"The Vampire Diaries: Season 3: The End of the Affair","9/4/20"
"The Vampire Diaries: Season 3: The Hybrid","9/4/20"
"The Vampire Diaries: Season 3: The Birthday","9/4/20"
"The Vampire Diaries: Season 2: As I Lay Dying","9/4/20"
"The Vampire Diaries: Season 2: The Sun Also Rises","9/4/20"
"The Vampire Diaries: Season 2: The Last Day","9/4/20"
"The Vampire Diaries: Season 2: Klaus","9/4/20"
"The Vampire Diaries: Season 2: The Last Dance","9/4/20"
"The Vampire Diaries: Season 2: Know Thy Enemy","9/3/20"
"The Vampire Diaries: Season 2: The House Guest","9/3/20"
"The Vampire Diaries: Season 2: The Dinner Party","9/3/20"
"The Vampire Diaries: Season 2: Crying Wolf","9/3/20"
"The Vampire Diaries: Season 2: Daddy Issues","9/3/20"
"Grey's Anatomy: Season 2: Raindrops Keep Falling On My Head","9/3/20"
"The Vampire Diaries: Season 2: Katerina","9/2/20"
"The Vampire Diaries: Season 2: Rose","9/2/20"
"The Vampire Diaries: Season 2: The Descent","9/2/20"
"The Vampire Diaries: Season 2: By the Light of the Moon","9/2/20"
"The Vampire Diaries: Season 2: The Sacrifice","9/2/20"
"The Vampire Diaries: Season 2: Masquerade","9/2/20"
"The Vampire Diaries: Season 2: Plan B","9/2/20"
"The Vampire Diaries: Season 2: Kill or Be Killed","9/2/20"
"The Vampire Diaries: Season 2: Memory Lane","9/2/20"
"The Vampire Diaries: Season 2: Bad Moon Rising","9/2/20"
"The Vampire Diaries: Season 2: Brave New World","9/1/20"
"The Vampire Diaries: Season 2: The Return","9/1/20"
"The Vampire Diaries: Founder's Day","9/1/20"
"The Vampire Diaries: Isobel","9/1/20"
"The Vampire Diaries: Blood Brothers","9/1/20"
"The Vampire Diaries: Miss Mystic Falls","8/31/20"
"The Vampire Diaries: Under Control","8/31/20"
"The Vampire Diaries: Let the Right One In","8/31/20"
"The Vampire Diaries: There Goes the Neighborhood","8/31/20"
"The Vampire Diaries: A Few Good Men","8/31/20"
"The Vampire Diaries: Fool Me Once","8/31/20"
"The Vampire Diaries: Children of the Damned","8/31/20"
"The Vampire Diaries: Unpleasantville","8/31/20"
"The Vampire Diaries: Bloodlines","8/30/20"
"The Vampire Diaries: The Turning Point","8/30/20"
"The Vampire Diaries: History Repeating","8/30/20"
"The Vampire Diaries: 162 Candles","8/30/20"
"The Vampire Diaries: Haunted","8/30/20"
"The Vampire Diaries: You're Undead to Me","8/30/20"
"The Thundermans: Breaking Dad","8/30/20"
"The Thundermans: Paging Dr. Thunderman","8/30/20"
"The Thundermans: Pretty Little Choirs","8/30/20"
"The Thundermans: Nothing to Lose Sleepover","8/30/20"
"The Thundermans: Up, Up, and Vacay!","8/30/20"
"The Thundermans: Have an Ice Birthday","8/30/20"
"The Thundermans: Thundersense","8/30/20"
"The Thundermans: You Stole My Thunder, Man","8/30/20"
"The Thundermans: Crime After Crime","8/30/20"
"The Thundermans: Restaurant Crashers","8/30/20"
"The Thundermans: Going Wonkers","8/30/20"
"The Thundermans: Phoebe's a Clone Now","8/30/20"
"The Thundermans: Ditch Day","8/30/20"
"The Thundermans: Weekend Guest","8/30/20"
"The Thundermans: Weird Science Fair","8/30/20"
"The Thundermans: Phoebe vs. Max","8/29/20"
"The Thundermans: Report Card","8/29/20"
"The Thundermans: Dinner Party","8/29/20"
"The Thundermans: Adventures in Supersitting","8/29/20"
"Criminal Minds: Extreme Aggressor","8/29/20"
"Floor Is Lava: Season 1: The Basement: Level 1","8/29/20"
"The Vampire Diaries: Lost Girls","8/29/20"
"The Vampire Diaries: Family Ties","8/29/20"
"The Vampire Diaries: Friday Night Bites","8/29/20"
"The Vampire Diaries: The Night of the Comet","8/29/20"
"The Vampire Diaries: Pilot","8/29/20"
"Floor Is Lava: Season 1: The Planetarium: Level 1","8/28/20"
"The 100: Season 1: The Calm","8/28/20"
"The 100: Season 1: Unity Day","8/28/20"
"The 100: Season 1: Day Trip","8/28/20"
"The 100: Season 1: Contents Under Pressure","8/28/20"
"The 100: Season 1: His Sister's Keeper","8/28/20"
"The 100: Season 1: Twilight's Last Gleaming","8/28/20"
"The 100: Season 1: Pilot","8/28/20"
"Peaky Blinders: Season 5: Mr Jones","8/27/20"
"Peaky Blinders: Season 1: Episode 1","8/27/20"
"Grey's Anatomy: Season 15: Jump into the Fog","8/26/20"
"The Flash: Season 5: Legacy","8/26/20"
"Grey's Anatomy: Season 2: Make Me Lose Control","8/25/20"
"The Shannara Chronicles: Season 2: Druid","8/25/20"
"The Shannara Chronicles: Season 1: Utopia","8/25/20"
"The Shannara Chronicles: Season 1: Breakline","8/25/20"
"The Shannara Chronicles: Season 1: Pykon","8/25/20"
"The Shannara Chronicles: Season 1: Changeling","8/25/20"
"The Shannara Chronicles: Season 1: Fury","8/25/20"
"The Shannara Chronicles: Season 1: Chosen: Part 2","8/25/20"
"Teenage Bounty Hunters: Something Sour Patch","8/25/20"
"Teenage Bounty Hunters: Daddy's Truck","8/25/20"
"Grey's Anatomy: Season 7: I Will Survive","8/24/20"
"Grey's Anatomy: Season 7: White Wedding","8/24/20"
"Grey's Anatomy: Season 7: Song Beneath the Song","8/24/20"
"The Flash: Season 5: Nora","8/24/20"
"The Flash: Season 3: The Present","8/24/20"
"The Flash: Season 3: Invasion!","8/24/20"
"The Flash: Season 3: Killer Frost","8/24/20"
"The Flash: Season 2: Family of Rogues","8/24/20"
"The Flash: Season 2: Flash of Two Worlds","8/24/20"
"The Flash: Season 2: The Man Who Saved Central City","8/24/20"
"The Flash: Season 1: Fast Enough","8/23/20"
"The Flash: Season 1: Rogue Air","8/23/20"
"The Flash: Season 1: All Star Team Up","8/23/20"
"The Flash: Season 1: Out of Time","8/23/20"
"The Flash: Season 1: Fallout","8/23/20"
"The Flash: Season 1: The Nuclear Man","8/23/20"
"The Flash: Season 1: Crazy for You","8/23/20"
"The Flash: Season 1: The Sound and the Fury","8/23/20"
"The Flash: Season 1: The Man in the Yellow Suit","8/23/20"
"The Flash: Season 1: Flash vs. Arrow","8/23/20"
"The Flash: Season 1: The Flash Is Born","8/23/20"
"The Flash: Season 1: Plastique","8/23/20"
"The Flash: Season 1: Going Rogue","8/23/20"
"The Flash: Season 1: Things You Can't Outrun","8/23/20"
"The Flash: Season 1: Fastest Man Alive","8/22/20"
"The Flash: Season 1: Pilot","8/22/20"
"DC's Legends of Tomorrow: Season 4: Hey,	World!","8/22/20"
"DC's Legends of Tomorrow: Season 4: Dancing Queen","8/22/20"
"DC's Legends of Tomorrow: Season 4: Witch Hunt","8/22/20"
"The Order: Season 2: New World Order, Part 2","8/22/20"
"The Order: Season 2: Free Radicals, Part 1","8/22/20"
"The Order: Season 1: Finals: Part 2","8/22/20"
"The Order: Season 1: Finals: Part 1","8/22/20"
"The Order: Season 1: Undeclared: Part 1","8/22/20"
"The Order: Season 1: Hell Week: Part 2","8/22/20"
"The Order: Season 1: Hell Week: Part 1","8/22/20"
"Grey's Anatomy: Season 7: This Is How We Do It","8/21/20"
"DC's Legends of Tomorrow: Season 4: The Virgin Gary","8/21/20"
"DC's Legends of Tomorrow: Season 1: The Magnificent Eight","8/21/20"
"The Sleepover","8/21/20"
"Arrow: Season 7: You Have Saved This City","8/21/20"
"Arrow: Season 7: Confessions","8/21/20"
"Arrow: Season 7: Longbow Hunters","8/21/20"
"Arrow: Season 7: Inmate 4587","8/21/20"
"Arrow: Season 6: Life Sentence","8/21/20"
"Arrow: Season 6: The Fallout","8/21/20"
"Arrow: Season 5: Lian Yu","8/21/20"
"Arrow: Season 5: What We Leave Behind","8/21/20"
"Arrow: Season 5: Invasion","8/21/20"
"Arrow: Season 5: Penance","8/21/20"
"Arrow: Season 5: A Matter of Trust","8/21/20"
"Arrow: Season 5: Legacy","8/21/20"
"Arrow: Season 4: Schism","8/21/20"
"Arrow: Season 4: Lost in the Flood","8/21/20"
"Arrow: Season 4: Monument Point","8/21/20"
"Arrow: Season 4: Canary Cry","8/21/20"
"Arrow: Season 4: Beacon of Hope","8/21/20"
"Arrow: Season 4: Broken Hearts","8/21/20"
"Arrow: Season 4: Taken","8/21/20"
"Arrow: Season 4: Code of Silence","8/21/20"
"Arrow: Season 4: Sins of the Father","8/21/20"
"Arrow: Season 4: Unchained","8/21/20"
"Arrow: Season 4: A.W.O.L.","8/21/20"
"Arrow: Season 4: Blood Debts","8/21/20"
"Arrow: Season 4: Dark Waters","8/21/20"
"Arrow: Season 4: Brotherhood","8/21/20"
"Arrow: Season 4: Lost Souls","8/21/20"
"Arrow: Season 4: Haunted","8/21/20"
"Arrow: Season 4: Beyond Redemption","8/21/20"
"Lucifer: Season 5: Our Mojo","8/21/20"
"Lucifer: Season 5: BlueBallz","8/21/20"
"Lucifer: Season 5: Detective Amenadiel","8/21/20"
"Lucifer: Season 5: It Never Ends Well for the Chicken","8/21/20"
"DC's Legends of Tomorrow: Season 1: Left Behind","8/21/20"
"Lucifer: Season 5: ¡Diablo!","8/21/20"
"Lucifer: Season 5: Lucifer! Lucifer! Lucifer!","8/21/20"
"Lucifer: Season 5: Really Sad Devil Guy","8/21/20"
"Arrow: Season 3: My Name is Oliver Queen","8/20/20"
"Arrow: Season 3: This Is Your Sword","8/20/20"
"Arrow: Season 3: Al Sah-him","8/20/20"
"Arrow: Season 3: The Fallen","8/20/20"
"Arrow: Season 3: Broken Arrow","8/20/20"
"Arrow: Season 3: Public Enemy","8/20/20"
"Arrow: Season 3: Suicidal Tendencies","8/20/20"
"Arrow: Season 3: The Offer","8/20/20"
"Arrow: Season 3: Nanda Parbat","8/20/20"
"Arrow: Season 3: The Return","8/20/20"
"Arrow: Season 3: Canaries","8/20/20"
"Arrow: Season 3: Uprising","8/20/20"
"Arrow: Season 3: Midnight City","8/20/20"
"Arrow: Season 3: Left Behind","8/20/20"
"Arrow: Season 3: The Climb","8/20/20"
"Arrow: Season 3: The Brave and the Bold","8/20/20"
"Arrow: Season 3: Draw Back Your Bow","8/20/20"
"Arrow: Season 3: Guilty","8/20/20"
"Arrow: Season 3: The Magician","8/20/20"
"Arrow: Season 3: Corto Maltese","8/20/20"
"Arrow: Season 3: Sara","8/20/20"
"Arrow: Season 2: Unthinkable","8/20/20"
"Arrow: Season 2: Heir to the Demon","8/20/20"
"Arrow: Season 2: State v. Queen","8/20/20"
"Arrow: Season 2: Keep Your Enemies Closer","8/20/20"
"Arrow: Season 2: League of Assassins","8/20/20"
"Arrow: Season 2: Broken Dolls","8/20/20"
"Arrow: Season 2: City of Heroes","8/20/20"
"Arrow: Season 1: The Undertaking","8/19/20"
"Arrow: Season 1: Home Invasion","8/19/20"
"Arrow: Season 1: Unfinished Business","8/19/20"
"Arrow: Season 1: Salvation","8/19/20"
"Arrow: Season 1: The Huntress Returns","8/19/20"
"Arrow: Season 1: Dead to Rights","8/19/20"
"Arrow: Season 1: Dodger","8/19/20"
"Arrow: Season 1: The Odyssey","8/19/20"
"Arrow: Season 1: Betrayal","8/19/20"
"Arrow: Season 1: Vertigo","8/19/20"
"Arrow: Season 1: Trust but Verify","8/19/20"
"Arrow: Season 1: Burned","8/19/20"
"Arrow: Season 1: Year's End","8/19/20"
"Arrow: Season 1: Legacies","8/19/20"
"Arrow: Season 1: Damaged","8/19/20"
"Arrow: Season 1: An Innocent Man","8/19/20"
"Arrow: Season 1: Lone Gunmen","8/19/20"
"Arrow: Season 1: Honor Thy Father","8/19/20"
"Arrow: Season 1: Pilot","8/19/20"
"Supergirl: Season 4: The Quest for Peace","8/19/20"
"Supergirl: Season 4: Bunker Hill","8/19/20"
"Supergirl: Season 4: Man of Steel","8/19/20"
"Supergirl: Season 4: Fallout","8/19/20"
"Supergirl: Season 4: American Alien","8/19/20"
"Supergirl: Season 3: Battles Lost and Won","8/19/20"
"Supergirl: Season 3: In Search of Lost Time","8/19/20"
"Supergirl: Season 3: Schott Through the Heart","8/19/20"
"Supergirl: Season 3: Legion of Super-Heroes","8/19/20"
"Supergirl: Season 3: Reign","8/19/20"
"Supergirl: Season 1: Pilot","8/19/20"
"Supergirl: Season 3: Crisis on Earth-X, Part 1","8/19/20"
"Supergirl: Season 3: Damage","8/19/20"
"Supergirl: Season 3: The Faithful","8/19/20"
"Supergirl: Season 3: Triggers","8/19/20"
"Supergirl: Season 3: Girl of Steel","8/19/20"
"Supergirl: Season 2: Nevertheless, She Persisted","8/19/20"
"Supergirl: Season 2: The Adventures of Supergirl","8/18/20"
"Supergirl: Season 1: World's Finest","8/18/20"
"Supergirl: Season 1: Solitude","8/18/20"
"Supergirl: Season 1: For the Girl Who Has Everything","8/18/20"
"Supergirl: Season 1: Bizarro","8/18/20"
"Supergirl: Season 1: Strange Visitor from Another Planet","8/18/20"
"Supergirl: Season 1: Childish Things","8/18/20"
"Supergirl: Season 1: Blood Bonds","8/18/20"
"Grey's Anatomy: Season 6: I Always Feel Like Somebody's Watchin' Me","8/17/20"
"Grey's Anatomy: Season 5: Beat Your Heart Out","8/17/20"
"Grey's Anatomy: Season 5: All By Myself","8/17/20"
"Good Witch: Season 2: Risk","8/16/20"
"Good Witch: Season 2: Surprise Me","8/16/20"
"Good Witch: Season 2: Out of the Past","8/16/20"
"Grey's Anatomy: Season 14: Break Down the House","8/16/20"
"Grey's Anatomy: Season 13: Ring of Fire","8/16/20"
"Grey's Anatomy: Season 13: Roar","8/16/20"
"Grey's Anatomy: Season 13: Why Try to Change Me Now","8/16/20"
"Elite: Season 3: Polo","8/16/20"
"Suits: Season 8: Stalking Horse","8/16/20"
"Suits: Season 6: Character and Fitness","8/16/20"
"Suits: Season 5: God's Green Earth","8/16/20"
"Free Rein: Season 3: Victory Parade","8/16/20"
"Free Rein: Season 3: Princess","8/16/20"
"Free Rein: Season 3: Tryouts","8/16/20"
"Free Rein: Season 3: Wild Horses","8/16/20"
"Free Rein: Season 2: Nationals","8/16/20"
"Free Rein: Season 2: Golden Boy","8/16/20"
"Free Rein: Season 2: Rivals","8/16/20"
"Grey's Anatomy: Season 10: I'm Winning","8/15/20"
"Grey's Anatomy: Season 10: Man on the Moon","8/14/20"
"Good Witch: Season 2: What's Your Secret","8/14/20"
"Good Witch: Season 2: Driven","8/14/20"
"Grey's Anatomy: Season 7: With You I'm Born Again","8/14/20"
"Good Witch: Season 1: True Colors","8/13/20"
"Good Witch: Season 1: Homecoming","8/13/20"
"Good Witch: Season 1: Together We Stand …","8/13/20"
"Good Witch: Season 1: The Storm","8/13/20"
"Grey's Anatomy: Season 6: Goodbye","8/13/20"
"Grey's Anatomy: Season 8: What Is It About Men","8/13/20"
"Grey's Anatomy: Season 4: Haunt You Every Day","8/12/20"
"Grey's Anatomy: Season 5: Here's to Future Days","8/12/20"
"Grey's Anatomy: Season 5: What a Difference a Day Makes","8/12/20"
"The 100: Season 3: Nevermore","8/12/20"
"Grey's Anatomy: Season 4: Piece of My Heart","8/11/20"
"Grey's Anatomy: Season 4: Lay Your Hands on Me","8/11/20"
"Grey's Anatomy: Season 4: Crash into Me: Part 2","8/11/20"
"Grey's Anatomy: Season 4: Crash into Me: Part 1","8/11/20"
"Grey's Anatomy: Season 4: Forever Young","8/11/20"
"The Who Was? Show: Julius Caesar & Bruce Lee","8/11/20"
"The Who Was? Show: William Shakespeare & King Tut","8/11/20"
"Focus","8/11/20"
"Grey's Anatomy: Season 13: Leave it Inside","8/10/20"
"Grey's Anatomy: Season 7: Unaccompanied Minor","8/10/20"
"Grey's Anatomy: Season 15: Silent All These Years","8/10/20"
"Grey's Anatomy: Season 11: I Must Have Lost It on the Wind","8/10/20"
"Grey's Anatomy: Season 10: Throwing It All Away","8/9/20"
"Chilling Adventures of Sabrina: Part 2: Chapter Twenty: The Mephisto Waltz","8/9/20"
"Chilling Adventures of Sabrina: Part 2: Chapter Nineteen: The Mandrake","8/9/20"
"Chilling Adventures of Sabrina: Part 2: Chapter Twelve: The Epiphany","8/9/20"
"Chilling Adventures of Sabrina: Part 1: Chapter Two: The Dark Baptism","8/9/20"
"Chilling Adventures of Sabrina: Part 1: Chapter One: October Country","8/9/20"
"Spinning Out: #1 Mom","8/9/20"
"Spinning Out: Hell Is Real","8/9/20"
"Spinning Out: Healing Times May Vary","8/9/20"
"Spinning Out: Have a Nice Day!","8/9/20"
"Spinning Out: Two for $40","8/9/20"
"Spinning Out: Keep Pinecrest Wild","8/9/20"
"Spinning Out: Proceed with Caution","8/9/20"
"Spinning Out: Welcome to the Family","8/9/20"
"When Calls the Heart: Season 6: Hope is with the Heart","8/9/20"
"When Calls the Heart: Season 5: Love and Marriage","8/9/20"
"When Calls the Heart: Season 5: My Heart Is Yours","8/9/20"
"When Calls the Heart: Season 5: Open Hearts","8/9/20"
"When Calls the Heart: Season 5: Home Is Where the Heart Is","8/9/20"
"When Calls the Heart: Season 4: Heart of a Teacher","8/9/20"
"When Calls the Heart: Season 4: Change of Heart","8/9/20"
"When Calls the Heart: Season 4: The Heart of the Community","8/9/20"
"When Calls the Heart: Season 3: Heartbreak","8/9/20"
"When Calls the Heart: Season 3: Forever in My Heart","8/9/20"
"When Calls the Heart: Season 3: A Gentle Heart","8/9/20"
"When Calls the Heart: Season 3: Heart of a Hero","8/9/20"
"When Calls the Heart: Season 3: Troubled Hearts","8/9/20"
"When Calls the Heart: Season 3: It Begins with Heart, Part 2","8/9/20"
"When Calls the Heart: Season 3: It Begins with Heart, Part 1","8/9/20"
"When Calls the Heart: Season 2: With All My Heart","8/9/20"
"When Calls the Heart: Season 1: Love Comes First","8/9/20"
"When Calls the Heart: Season 1: Change of Heart","8/9/20"
"When Calls the Heart: Season 1: Perils of the Soloists","8/9/20"
"When Calls the Heart: Season 1: Second Chances","8/8/20"
"When Calls the Heart: Season 1: These Games","8/8/20"
"When Calls the Heart: Season 1: The Dance","8/8/20"
"When Calls the Heart: Season 1: Secret and Lies","8/8/20"
"When Calls the Heart: Season 1: A Telling Silence","8/8/20"
"When Calls the Heart: Season 1: Cease and Desist","8/8/20"
"Heartland: Season 13: The Passing of the Torch","8/8/20"
"Colombiana","8/8/20"
"Go! Live Your Way: Season 2: Episode 1","8/8/20"
"Valentine's Day","8/7/20"
"Siberia","8/7/20"
"Brooklyn Nine-Nine: Season 1: Unsolvable","8/7/20"
"Brooklyn Nine-Nine: Season 1: Fancy Brudgom","8/7/20"
"Brooklyn Nine-Nine: Season 1: Pontiac Bandit","8/6/20"
"Brooklyn Nine-Nine: Season 1: Christmas","8/6/20"
"Brooklyn Nine-Nine: Season 1: Thanksgiving","8/6/20"
"Brooklyn Nine-Nine: Season 1: Sal's Pizza","8/6/20"
"Brooklyn Nine-Nine: Season 1: Old School","8/6/20"
"Brooklyn Nine-Nine: Season 1: 48 Hours","8/6/20"
"Pretty Little Liars: Can You Hear Me Now?","8/5/20"
"Pretty Little Liars: To Kill a Mocking Girl","8/5/20"
"Sugar Rush: Extra Sweet: Junk Foodie","8/5/20"
"Full Out","8/5/20"
"Lucifer: Season 4: Who's da New King of Hell?","8/5/20"
"Lucifer: Season 4: Somebody’s Been Reading Dante’s Inferno","8/5/20"
"Ashley Garcia: Genius in Love: Part 2: Another Trip Around the Sun","8/5/20"
"Ashley Garcia: Genius in Love: Part 2: Count Me In","8/5/20"
"Ashley Garcia: Genius in Love: Part 2: Unintended Consequences","8/5/20"
"Ashley Garcia: Genius in Love: Part 2: Failure Is Not an Option","8/5/20"
"Ashley Garcia: Genius in Love: Part 2: In Tad We Trust","8/5/20"
"Grey's Anatomy: Season 14: Danger Zone","8/5/20"
"Grey's Anatomy: Season 14: Ain't That a Kick in the Head","8/5/20"
"Grey's Anatomy: Season 13: Both Sides Now","8/5/20"
"Grey's Anatomy: Season 7: It's a Long Way Back","8/5/20"
"Grey's Anatomy: Season 7: Not Responsible","8/5/20"
"Grey's Anatomy: Season 7: Golden Hour","8/5/20"
"Grey's Anatomy: Season 7: Don't Deceive Me (Please Don't Go)","8/5/20"
"Grey's Anatomy: Season 7: Superfreak","8/5/20"
"Grey's Anatomy: Season 7: Shock to the System","8/5/20"
"Gotham: Season 5: They Did What?","8/5/20"
"Gotham: Season 5: I Am Bane","8/5/20"
"Gotham: Season 5: The	Trial of Jim Gordon","8/5/20"
"Gotham: Season 5: Nothing's Shocking","8/5/20"
"Gotham: Season 5: Ace	Chemicals","8/5/20"
"Gotham: Season 5: 13 Stitches","8/5/20"
"Gotham: Season 5: Pena Dura","8/5/20"
"Gotham: Season 5: Ruin","8/5/20"
"Gotham: Season 5: Penguin,	Our	Hero","8/5/20"
"Gotham: Season 5: Trespassers","8/5/20"
"Gotham: Season 5: Year Zero","8/5/20"
"Gotham: Season 4: No Man's Land","8/5/20"
"Gotham: Season 4: One Bad Day","8/5/20"
"Gotham: Season 4: That Old Corpse","8/5/20"
"Gotham: Season 4: To Our Deaths and Beyond","8/5/20"
"Gotham: Season 4: That's Entertainment","8/5/20"
"Gotham: Season 4: Mandatory Brunch Meeting","8/5/20"
"Gotham: Season 4: One of My Three Soups","8/5/20"
"Gotham: Season 4: The Sinking Ship, The Grand Applause","8/5/20"
"Gotham: Season 4: Reunion","8/5/20"
"Gotham: Season 4: A Beautiful Darkness","8/5/20"
"Gotham: Season 4: Pieces of a Broken Mirror","8/5/20"
"Gotham: Season 4: Queen Takes Knight","8/5/20"
"Gotham: Season 4: Things That Go Boom","8/5/20"
"Gotham: Season 4: Stop Hitting Yourself","8/5/20"
"Gotham: Season 4: A Day in the Narrows","8/5/20"
"Gotham: Season 4: Hog Day Afternoon","8/5/20"
"Gotham: Season 4: The Blade's Path","8/5/20"
"Gotham: Season 4: The Demon's Head","8/5/20"
"Gotham: Season 4: The Fear Reaper","8/4/20"
"Grey's Anatomy: Season 5: Sweet Surrender","8/4/20"
"Gotham: Season 4: Pax Penguina","8/4/20"
"Gotham: Season 3: Light the Wick","8/4/20"
"Gotham: Season 3: The Primal Riddle","8/4/20"
"Gotham: Season 3: These Delicate and Dark Obsessions","8/4/20"
"Gotham: Season 3: How the Riddler Got His Name","8/4/20"
"Gotham: Season 3: Ghosts","8/4/20"
"Gotham: Season 3: The Red Queen","8/4/20"
"Gotham: Season 3: Follow the White Rabbit","8/4/20"
"Gotham: Season 3: Anything for You","8/4/20"
"Gotham: Season 3: New Day Rising","8/4/20"
"Gotham: Season 3: Look Into My Eyes","8/4/20"
"Gotham: Season 3: Burn the Witch","8/4/20"
"Gotham: Season 3: Better to Reign in Hell","8/4/20"
"Gotham: Season 2: Transference","8/4/20"
"Gotham: Season 2: Azrael","8/4/20"
"Gotham: Season 2: Mad Grey Dawn","8/4/20"
"Gotham: Season 2: This Ball of Mud and Meanness","8/4/20"
"Gotham: Season 2: A Dead Man Feels No Cold","8/4/20"
"Gotham: Season 2: Mr. Freeze","8/4/20"
"Gotham: Season 2: Worse Than a Crime","8/4/20"
"Grey's Anatomy: Season 5: I Will Follow You Into the Dark","8/4/20"
"Grey's Anatomy: Season 5: An Honest Mistake","8/4/20"
"Grey's Anatomy: Season 5: Before And After","8/4/20"
"Gotham: Season 2: The Son of Gotham","8/4/20"
"Gotham: Season 2: A Bitter Pill to Swallow","8/4/20"
"Gotham: Season 2: Tonight's the Night","8/3/20"
"Gotham: Season 2: By Fire","8/3/20"
"Gotham: Season 2: Scarification","8/3/20"
"Gotham: Season 2: Strike Force","8/3/20"
"Gotham: Season 2: The Last Laugh","8/3/20"
"Gotham: Season 2: Knock, Knock","8/3/20"
"Gotham: Season 2: Damned If You Do","8/3/20"
"Gotham: Season 1: All Happy Families Are Alike","8/3/20"
"Gotham: Season 1: The Anvil or the Hammer","8/3/20"
"Gotham: Season 1: Under the Knife","8/3/20"
"Gotham: Season 1: Beasts of Prey","8/3/20"
"Gotham: Season 1: Everyone Has a Cobblepot","8/3/20"
"Gotham: Season 1: Red Hood","8/3/20"
"Gotham: Season 1: The Blind Fortune Teller","8/3/20"
"Gotham: Season 1: The Scarecrow","8/3/20"
"Gotham: Season 1: The Fearsome Dr. Crane","8/3/20"
"Gotham: Season 1: Welcome Back, Jim Gordon","8/3/20"
"Gotham: Season 1: Rogues' Gallery","8/3/20"
"Gotham: Season 1: Lovecraft","8/3/20"
"Gotham: Season 1: Harvey Dent","8/3/20"
"Gotham: Season 1: The Mask","8/3/20"
"Gotham: Season 1: Penguin's Umbrella","8/3/20"
"Gotham: Season 1: Spirit of the Goat","8/3/20"
"Gotham: Season 1: Viper","8/2/20"
"Gotham: Season 1: Arkham","8/2/20"
"Grey's Anatomy: Season 6: Give Peace A Chance","8/2/20"
"Grey's Anatomy: Season 6: I Saw What I Saw","8/2/20"
"Grey's Anatomy: Season 8: This Magic Moment","8/1/20"
"Selling Sunset: Season 1: The Gloves Come Off","8/1/20"
"Selling Sunset: Season 2: Karma’s Gonna Get You","8/1/20"
"Selling Sunset: Season 1: (Real) Diamonds Are a Girl's Best Friend","8/1/20"
"Get Even: Get Justice","8/1/20"
"Get Even: Get It Out","8/1/20"
"Get Even: Get Through It","8/1/20"
"Get Even: Get Out of Hand","8/1/20"
"Get Even: Get A Clue","8/1/20"
"Get Even: Get What You Want","8/1/20"
"Get Even: Get Over It","8/1/20"
"Get Even: Get It Together","8/1/20"
"Get Even: Get In Deep","8/1/20"
"Get Even: Get On It","8/1/20"
"Always a Witch: Season 2: Impossible","8/1/20"
"Always a Witch: Season 1: A Leap in Time","8/1/20"
"The Umbrella Academy: Season 2: The End of Something","8/1/20"
"The Umbrella Academy: Season 2: 743","8/1/20"
